date_time,text,value
01/01/1970 00:00:00,Fuchsia,traditional rock
01/01/1998 00:00:00,Fucktraditions,traditional rock
01/01/1987 00:00:00,Fugazi,traditional rock
01/01/2008 00:00:00,Fukked Up,traditional rock
01/01/1993 00:00:00,Fula,traditional rock
01/01/2010 00:00:00,Fuma & Baila,traditional rock
01/01/1999 00:00:00,furny,traditional rock
01/01/2009 00:00:00,Furthur,traditional rock
01/01/1987 00:00:00,Fury in the Slaughterhouse,traditional rock
01/01/2011 00:00:00,Fuzzphorus,traditional rock
01/01/1977 00:00:00,Galija,traditional rock
01/01/2010 00:00:00,Gallery Circus,traditional rock
01/01/2013 00:00:00,Gameplay,traditional rock
01/01/1984 00:00:00,GANGgajang,traditional rock
01/01/1994 00:00:00,Garbage,traditional rock
01/01/1987 00:00:00,Garbage Collector,traditional rock
01/01/1988 00:00:00,Gardenia,traditional rock
01/01/1965 00:00:00,Gary Lewis & The Playboys,traditional rock
01/01/1967 00:00:00,Genesis,traditional rock
01/01/2012 00:00:00,Gentle Bender,traditional rock
01/01/1972 00:00:00,Geordie,traditional rock
01/01/2004 00:00:00,Gi??bia,traditional rock
01/01/1987 00:00:00,Gin Blossoms,traditional rock
01/01/2002 00:00:00,Girls Aloud,traditional rock
01/01/2013 00:00:00,Gl??derne,traditional rock
01/01/2009 00:00:00,Glam Sparrow,traditional rock
01/01/2012 00:00:00,Glassbooks,traditional rock
01/01/2009 00:00:00,GlassHeads,traditional rock
01/01/2006 00:00:00,Gloryhound,traditional rock
01/01/2012 00:00:00,Go Gerila!,traditional rock
01/01/2012 00:00:00,Go! Save The Hostages!,traditional rock
01/01/1998 00:00:00,GO!GO!7188,traditional rock
01/01/2009 00:00:00,Goatess,traditional rock
01/01/2010 00:00:00,God Damn,traditional rock
01/01/1998 00:00:00,Gogol Bordello,traditional rock
01/01/2011 00:00:00,Gold & Youth,traditional rock
01/01/2009 00:00:00,Golden Age Of Ballooning,traditional rock
01/01/1961 00:00:00,Golden Earring,traditional rock
01/01/1988 00:00:00,Goribor,traditional rock
01/01/1977 00:00:00,Grafitti,traditional rock
01/01/1999 00:00:00,Grails,traditional rock
01/01/1994 00:00:00,Gravity Kills,traditional rock
01/01/1994 00:00:00,Greedy Invalid,traditional rock
01/01/1989 00:00:00,Green Day,traditional rock
01/01/2008 00:00:00,Green River Ordinance,traditional rock
01/01/2014 00:00:00,Green Yeti,traditional rock
01/01/1987 00:00:00,Greenhouse AC,traditional rock
01/01/2011 00:00:00,Grel,traditional rock
01/01/2013 00:00:00,Greystained,traditional rock
01/01/2005 00:00:00,Grimus,traditional rock
01/01/2006 00:00:00,Grinderman,traditional rock
01/01/1987 00:00:00,Groovy Aardvark,traditional rock
01/01/2004 00:00:00,Ground Mower,traditional rock
01/01/1994 00:00:00,Guano Apes,traditional rock
01/01/2012 00:00:00,Guant??namo Groove,traditional rock
01/01/2006 00:00:00,Guapa,traditional rock
01/01/1991 00:00:00,Guster,traditional rock
01/01/1998 00:00:00,Gutbucket,traditional rock
01/01/1987 00:00:00,H??roes del Silencio,traditional rock
01/01/2006 00:00:00,HAIM,traditional rock
01/01/2011 00:00:00,Half Gramme of Soma,traditional rock
01/01/1998 00:00:00,Halogen,traditional rock
01/01/2009 00:00:00,Hangar-X,traditional rock
01/01/2008 00:00:00,Harnen Elektra,traditional rock
01/01/2008 00:00:00,Hartford,traditional rock
01/01/2010 00:00:00,Hash Dealer,traditional rock
01/01/2011 00:00:00,Hazards,traditional rock
01/01/2003 00:00:00,He Is Legend,traditional rock
01/01/1969 00:00:00,Head East,traditional rock
01/01/2012 00:00:00,HeadShy,traditional rock
01/01/1973 00:00:00,Heart,traditional rock
01/01/1992 00:00:00,Heatmiser,traditional rock
01/01/2014 00:00:00,Heavy Beast,traditional rock
01/01/2014 00:00:00,Heavy Heart,traditional rock
01/01/2013 00:00:00,Hello Nico,traditional rock
01/01/2014 00:00:00,Hercules Morse,traditional rock
01/01/2010 00:00:00,Hermetic Delight,traditional rock
01/01/1989 00:00:00,Hex,traditional rock
01/01/1992 00:00:00,Hey,traditional rock
01/01/2011 00:00:00,Highness,traditional rock
01/01/2007 00:00:00,Hightime Rebellion,traditional rock
01/01/1991 00:00:00,HIM,traditional rock
01/01/1994 00:00:00,Hint,traditional rock
01/01/2013 00:00:00,Hish N' Band,traditional rock
01/01/2013 00:00:00,Hom??nido,traditional rock
01/01/1997 00:00:00,Homie,traditional rock
01/01/1993 00:00:00,Hopper,traditional rock
01/01/2012 00:00:00,Horta,traditional rock
01/01/2008 00:00:00,Hot Fiction,traditional rock
01/01/2005 00:00:00,Hujan,traditional rock
01/01/1993 00:00:00,Hurra Torpedo,traditional rock
01/01/2010 00:00:00,Hybrid Constellation,traditional rock
01/01/2010 00:00:00,Hydromedusa,traditional rock
01/01/2016 00:00:00,HYMNS,traditional rock
01/01/2012 00:00:00,Hype,traditional rock
01/01/2013 00:00:00,"I, Captain",traditional rock
01/01/1990 00:00:00,??????????????,traditional rock
01/01/1977 00:00:00,Icehouse,traditional rock
01/01/1979 00:00:00,Ici Paris,traditional rock
01/01/2013 00:00:00,Icicle,traditional rock
01/01/2002 00:00:00,iLiS,traditional rock
01/01/2011 00:00:00,I'm No Chessman,traditional rock
01/01/1998 00:00:00,Imipolex G,traditional rock
01/01/2011 00:00:00,Impade,traditional rock
01/01/1995 00:00:00,Imperial Teen,traditional rock
01/01/1990 00:00:00,IMTM,traditional rock
01/01/2015 00:00:00,In Advent of Autumn,traditional rock
01/01/2010 00:00:00,In Legend,traditional rock
01/01/2012 00:00:00,In This Decade,traditional rock
01/01/2009 00:00:00,Inca Hoots,traditional rock
01/01/1991 00:00:00,Incubus,traditional rock
01/01/2010 00:00:00,Indian Handcrafts,traditional rock
01/01/1997 00:00:00,Indios Bravos,traditional rock
01/01/2015 00:00:00,Induvia,traditional rock
01/01/1989 00:00:00,Inkubus Sukkubus,traditional rock
01/01/1985 00:00:00,Introspect,traditional rock
01/01/1977 00:00:00,INXS,traditional rock
01/01/2011 00:00:00,Iron Heel,traditional rock
01/01/2014 00:00:00,Irradiation,traditional rock
01/01/2003 00:00:00,Islero,traditional rock
01/01/1997 00:00:00,ç?êç????¶,traditional rock
01/01/2014 00:00:00,Jaggfuzzbeats,traditional rock
01/01/1996 00:00:00,Jaguares,traditional rock
01/01/1992 00:00:00,Jamiroquai,traditional rock
01/01/1974 00:00:00,Japan,traditional rock
01/01/1993 00:00:00,Jars of Clay,traditional rock
01/01/2010 00:00:00,Jaur??a,traditional rock
01/01/1989 00:00:00,Jawbox,traditional rock
01/01/1960 00:00:00,Jay & The Americans,traditional rock
01/01/1994 00:00:00,Jebediah,traditional rock
01/01/2010 00:00:00,Jess and the Ancient Ones,traditional rock
01/01/2000 00:00:00,Jewy Sabatay,traditional rock
01/01/2006 00:00:00,Joanna & Co.,traditional rock
01/01/2014 00:00:00,Jordan Allen,traditional rock
01/01/1973 00:00:00,Journey,traditional rock
01/01/1992 00:00:00,JUDY AND MARY,traditional rock
01/01/2012 00:00:00,July Talk,traditional rock
01/01/2008 00:00:00,Jungle Review,traditional rock
01/01/2008 00:00:00,K Republic,traditional rock
01/01/2007 00:00:00,Ka??fa,traditional rock
01/01/2012 00:00:00,Kagoule,traditional rock
01/01/2010 00:00:00,Kao=S,traditional rock
01/01/2012 00:00:00,Karburo,traditional rock
01/01/1998 00:00:00,Karkwa,traditional rock
01/01/1997 00:00:00,Karnataka,traditional rock
01/01/2005 00:00:00,Katzenjammer,traditional rock
01/01/1972 00:00:00,Kayak,traditional rock
01/01/2003 00:00:00,Kayo Dot,traditional rock
01/01/2013 00:00:00,KDM,traditional rock
01/01/1997 00:00:00,Keane,traditional rock
01/01/1979 00:00:00,Keep in Mind,traditional rock
01/01/2004 00:00:00,Keko Yoma,traditional rock
01/01/1993 00:00:00,kent,traditional rock
01/01/2000 00:00:00,Kerria Noir,traditional rock
01/01/2015 00:00:00,Ketamin,traditional rock
01/01/1982 00:00:00,Kid Abelha,traditional rock
01/01/1996 00:00:00,Kidneythieves,traditional rock
01/01/2011 00:00:00,Killimanjaro,traditional rock
01/01/1979 00:00:00,Killing Joke,traditional rock
01/01/1969 00:00:00,King Crimson,traditional rock
01/01/2011 00:00:00,King Legba & The Loas,traditional rock
01/01/2004 00:00:00,Kingsize Groove,traditional rock
01/01/2006 00:00:00,Kingsnake,traditional rock
01/01/2012 00:00:00,Kirk Grim,traditional rock
01/01/1973 00:00:00,Klaatu,traditional rock
01/01/2001 00:00:00,Konteiner 35,traditional rock
01/01/2007 00:00:00,Koobors Law,traditional rock
01/01/1999 00:00:00,Kosmikud,traditional rock
01/01/2000 00:00:00,Kristen Faulconer,traditional rock
01/01/1972 00:00:00,Krzak,traditional rock
01/01/2007 00:00:00,Kumka Olik,traditional rock
01/01/2005 00:00:00,KunK,traditional rock
01/01/2007 00:00:00,KUPA,traditional rock
01/01/2008 00:00:00,Kyoto Protocol,traditional rock
01/01/2008 00:00:00,la dame blanche,traditional rock
01/01/1989 00:00:00,La Lupita,traditional rock
01/01/1990 00:00:00,La Ola que quer??a ser Chau,traditional rock
01/01/1993 00:00:00,La???cryma Christi,traditional rock
01/01/2015 00:00:00,Lady Jane???s Revenge,traditional rock
01/01/2013 00:00:00,Ladykiller Caterpillar,traditional rock
01/01/2006 00:00:00,L'Alphalpha,traditional rock
01/01/2004 00:00:00,Lama,traditional rock
01/01/2013 00:00:00,land4walk,traditional rock
01/01/2008 00:00:00,Lasse Hyytinen Band,traditional rock
01/01/2013 00:00:00,Last of Us,traditional rock
01/01/2007 00:00:00,Last Train,traditional rock
01/01/2006 00:00:00,LAZYgunsBRISKY,traditional rock
01/01/2004 00:00:00,Le Milieu,traditional rock
01/01/1998 00:00:00,Le Tigre,traditional rock
01/01/2007 00:00:00,Leeches of Lore,traditional rock
01/01/1982 00:00:00,Legi??o Urbana,traditional rock
01/01/2010 00:00:00,Legion of Bokor,traditional rock
01/01/1997 00:00:00,Les Fatals Picards,traditional rock
01/01/2009 00:00:00,Les Shades,traditional rock
01/01/1999 00:00:00,Lesi??m,traditional rock
01/01/1996 00:00:00,Lifehouse,traditional rock
01/01/2005 00:00:00,lightcraft,traditional rock
01/01/2013 00:00:00,Lights Out,traditional rock
01/01/2004 00:00:00,Ligro,traditional rock
01/01/2009 00:00:00,Likes Lions,traditional rock
01/01/2002 00:00:00,Little Birdy,traditional rock
01/01/2011 00:00:00,Little Fears,traditional rock
01/01/1998 00:00:00,Little Wing,traditional rock
01/01/1990 00:00:00,Live,traditional rock
01/01/2009 00:00:00,Livewire,traditional rock
01/01/1983 00:00:00,Living Colour,traditional rock
01/01/2002 00:00:00,Livingston,traditional rock
01/01/1995 00:00:00,Lizar,traditional rock
01/01/1996 00:00:00,Llegas,traditional rock
01/01/1993 00:00:00,LMF,traditional rock
01/01/2003 00:00:00,Lo-Pro,traditional rock
01/01/2007 00:00:00,Lords of Fuzz,traditional rock
01/01/2005 00:00:00,Los Disidentes Del Sucio Motel,traditional rock
01/01/2013 00:00:00,Los Elep??s,traditional rock
01/01/1979 00:00:00,Los Enanitos Verdes,traditional rock
01/01/1967 00:00:00,Los Gatos,traditional rock
01/01/1997 00:00:00,Los Hermanos,traditional rock
01/01/1982 00:00:00,Los Prisioneros,traditional rock
01/01/1988 00:00:00,Los Vandalos,traditional rock
01/01/2003 00:00:00,Louis XIV,traditional rock
01/01/1985 00:00:00,Lucie,traditional rock
01/01/2013 00:00:00,LUI FRONTiC ?????? JAPAN,traditional rock
01/01/1998 00:00:00,Luke,traditional rock
01/01/1997 00:00:00,Machine Gun Fellatio,traditional rock
01/01/1992 00:00:00,Mafia,traditional rock
01/01/1992 00:00:00,Magic Dirt,traditional rock
01/01/2013 00:00:00,Maitaim,traditional rock
01/01/1992 00:00:00,Maj Karma,traditional rock
01/01/2012 00:00:00,Man Can't Fly,traditional rock
01/01/1992 00:00:00,Man or Astro??êMan?,traditional rock
01/01/2012 00:00:00,ManaTapu,traditional rock
01/01/1971 00:00:00,Manfred Mann???s Earth Band,traditional rock
01/01/2004 00:00:00,Maps & Atlases,traditional rock
01/01/1997 00:00:00,Marea,traditional rock
01/01/2007 00:00:00,MARG,traditional rock
01/01/1991 00:00:00,Maria Fatal,traditional rock
01/01/2003 00:00:00,Marvin,traditional rock
01/01/2014 00:00:00,Mary Go Round,traditional rock
01/01/2014 00:00:00,M??CARO,traditional rock
01/01/2012 00:00:00,Maskin,traditional rock
01/01/1981 00:00:00,Masters of Reality,traditional rock
01/01/2012 00:00:00,Matchbox Heroes,traditional rock
01/01/1996 00:00:00,Matchbox Twenty,traditional rock
01/01/2004 00:00:00,Megaphone,traditional rock
01/01/1997 00:00:00,Melaina,traditional rock
01/01/1979 00:00:00,Men at Work,traditional rock
01/01/1996 00:00:00,Merzhin,traditional rock
01/01/2015 00:00:00,Mesmer,traditional rock
01/01/2009 00:00:00,Message to Venus,traditional rock
01/01/1988 00:00:00,Messengers of Metal,traditional rock
01/01/2011 00:00:00,Midnight Bonfires,traditional rock
01/01/1975 00:00:00,Midnight Oil,traditional rock
01/01/2008 00:00:00,MIGHT,traditional rock
01/01/2014 00:00:00,MightyDetails,traditional rock
01/01/1994 00:00:00,Miltos Marathon,traditional rock
01/01/1981 00:00:00,Minimal Compact,traditional rock
01/01/2010 00:00:00,Minitimer Katzenposter,traditional rock
01/01/2001 00:00:00,Minor Majority,traditional rock
01/01/2011 00:00:00,Missarioty,traditional rock
01/01/2002 00:00:00,Mississippi Sludge,traditional rock
01/01/2003 00:00:00,Mitsnakker,traditional rock
01/01/2013 00:00:00,Moè?,traditional rock
01/01/1989 00:00:00,moe.,traditional rock
01/01/2012 00:00:00,Moghul,traditional rock
01/01/2007 00:00:00,MOLICE,traditional rock
01/01/2002 00:00:00,Monarch!,traditional rock
01/01/2009 00:00:00,Monobrow,traditional rock
01/01/2011 00:00:00,Monomyth,traditional rock
01/01/2014 00:00:00,Monsters Over Bangkok,traditional rock
01/01/2013 00:00:00,Monta??a,traditional rock
01/01/2012 00:00:00,Moon Coven,traditional rock
01/01/2014 00:00:00,Moonbeeva,traditional rock
01/01/2006 00:00:00,Moonlit Sailor,traditional rock
01/01/2014 00:00:00,More Dangerous Animal,traditional rock
01/01/2009 00:00:00,Morfem,traditional rock
01/01/2011 00:00:00,Morning Brigade,traditional rock
01/01/1990 00:00:00,Morphine,traditional rock
01/01/2015 00:00:00,Morphine Social Club,traditional rock
01/01/2012 00:00:00,Morrison Road,traditional rock
01/01/1993 00:00:00,Mortiis,traditional rock
01/01/2001 00:00:00,Mortimer Nova,traditional rock
01/01/2007 00:00:00,Mount Fabric,traditional rock
01/01/2012 00:00:00,Mount Salem,traditional rock
01/01/2009 00:00:00,Mr. Crock,traditional rock
01/01/2008 00:00:00,Mr. VonTone,traditional rock
01/01/2012 00:00:00,MrBooze,traditional rock
01/01/2012 00:00:00,Mu??oz,traditional rock
01/01/1994 00:00:00,Muse,traditional rock
01/01/1986 00:00:00,Mutter,traditional rock
01/01/1981 00:00:00,Muusik Seif,traditional rock
01/01/1998 00:00:00,MXD,traditional rock
01/01/2005 00:00:00,My Darkest Days,traditional rock
01/01/2007 00:00:00,My Favourite Runner Up,traditional rock
01/01/2004 00:00:00,Mystery Jets,traditional rock
01/01/1994 00:00:00,N.R.M.,traditional rock
01/01/2002 00:00:00,N??ise Machine,traditional rock
01/01/2007 00:00:00,Nada Suite,traditional rock
01/01/2013 00:00:00,Naked Nick,traditional rock
01/01/2007 00:00:00,Nathan Wade & The Dark Pioneers,traditional rock
01/01/1996 00:00:00,Natiruts,traditional rock
01/01/1982 00:00:00,Nautilus Pompilius,traditional rock
01/01/2008 00:00:00,Navarone,traditional rock
01/01/2013 00:00:00,NEKO,traditional rock
01/01/1973 00:00:00,Nelio Guerson and Carlos Guerson,traditional rock
01/01/2015 00:00:00,Neo Noire,traditional rock
01/01/1996 00:00:00,Nephew,traditional rock
01/01/2000 00:00:00,NEUTRINO,traditional rock
01/01/2005 00:00:00,Neversmile,traditional rock
01/01/1997 00:00:00,New Found Glory,traditional rock
01/01/2009 00:00:00,New Hollow,traditional rock
01/01/1980 00:00:00,New Model Army,traditional rock
01/01/2005 00:00:00,New Nobility,traditional rock
01/01/2015 00:00:00,New Revival,traditional rock
01/01/1971 00:00:00,New York Dolls,traditional rock
01/01/2010 00:00:00,Newton Jones,traditional rock
01/01/1992 00:00:00,nicestupidplayground,traditional rock
01/01/2010 00:00:00,Ninook,traditional rock
01/01/1999 00:00:00,Nisennenmondai,traditional rock
01/01/1986 00:00:00,No Doubt,traditional rock
01/01/1983 00:00:00,No Man's Land,traditional rock
01/01/2004 00:00:00,NO??d,traditional rock
01/01/2011 00:00:00,Noel Gallagher???s High Flying Birds,traditional rock
01/01/1980 00:00:00,Noir D??sir,traditional rock
01/01/2010 00:00:00,NoName,traditional rock
01/01/1991 00:00:00,noodles,traditional rock
01/01/1975 00:00:00,Normaal,traditional rock
01/01/1983 00:00:00,"Not Drowning, Waving",traditional rock
01/01/1996 00:00:00,Not My Dog,traditional rock
01/01/2012 00:00:00,Nothing but Thieves,traditional rock
01/01/2008 00:00:00,Nove mil anjos,traditional rock
01/01/2014 00:00:00,Novelty,traditional rock
01/01/1967 00:00:00,NRBQ,traditional rock
01/01/2007 00:00:00,Nu ordeR,traditional rock
01/01/1992 00:00:00,OAG,traditional rock
01/01/2014 00:00:00,Ocean Breed,traditional rock
01/01/2010 00:00:00,Ocean Red,traditional rock
01/01/2008 00:00:00,Ocelot Robot,traditional rock
01/01/1979 00:00:00,Oddziaè? Zamkni??ty,traditional rock
01/01/2005 00:00:00,Odsev,traditional rock
01/01/2007 00:00:00,Oh Chentaku,traditional rock
01/01/1994 00:00:00,Ohrenfeindt,traditional rock
01/01/2001 00:00:00,Okabe,traditional rock
01/01/2009 00:00:00,Okinawa Diet,traditional rock
01/01/2001 00:00:00,One Buck Short,traditional rock
01/01/2008 00:00:00,One Day as a Lion,traditional rock
01/01/2005 00:00:00,ONE OK ROCK,traditional rock
01/01/2010 00:00:00,OpenHouse,traditional rock
01/01/2011 00:00:00,Orange Outlaw,traditional rock
01/01/2001 00:00:00,ORANGE RANGE,traditional rock
01/01/2007 00:00:00,Orchid,traditional rock
01/01/1988 00:00:00,Orl??k,traditional rock
01/01/1972 00:00:00,Orleans,traditional rock
01/01/1977 00:00:00,Os Paralamas do Sucesso,traditional rock
01/01/2005 00:00:00,Oswald,traditional rock
01/01/1992 00:00:00,Our Lady Peace,traditional rock
01/01/2009 00:00:00,Out Like A Lion,traditional rock
01/01/2014 00:00:00,Out of the Earth,traditional rock
01/01/2010 00:00:00,Oveja Negra Blues Band,traditional rock
01/01/2010 00:00:00,Overdrive,traditional rock
01/01/2007 00:00:00,Overloud,traditional rock
01/01/2000 00:00:00,Ovni,traditional rock
01/01/1998 00:00:00,OXY.GEN,traditional rock
01/01/1992 00:00:00,Oxymoron,traditional rock
01/01/2014 00:00:00,Palace Winter,traditional rock
01/01/2008 00:00:00,Palm Desert,traditional rock
01/01/2010 00:00:00,Panda Party,traditional rock
01/01/2012 00:00:00,Pandai Besi,traditional rock
01/01/2005 00:00:00,Panic Room,traditional rock
01/01/1981 00:00:00,Pankow,traditional rock
01/01/2010 00:00:00,Papercrouch,traditional rock
01/01/1988 00:00:00,Paradise Lost,traditional rock
01/01/2009 00:00:00,Paradox Machine,traditional rock
01/01/2002 00:00:00,Paramore,traditional rock
01/01/2009 00:00:00,Parasol Caravan,traditional rock
01/01/2000 00:00:00,Particle,traditional rock
01/01/2008 00:00:00,Patricio Stiglich Project,traditional rock
01/01/2010 00:00:00,Paul Child Band,traditional rock
01/01/2008 00:00:00,Peace,traditional rock
01/01/1969 00:00:00,Pedro y Pablo,traditional rock
01/01/2000 00:00:00,Peeping Tom,traditional rock
01/01/1965 00:00:00,People!,traditional rock
01/01/2008 00:00:00,Perfect Roses,traditional rock
01/01/1997 00:00:00,Perpetual Groove,traditional rock
01/01/2011 00:00:00,Pervy Perkin,traditional rock
01/01/2005 00:00:00,Pesawat,traditional rock
01/01/1999 00:00:00,Peter Bjorn and John,traditional rock
01/01/1972 00:00:00,Petra,traditional rock
01/01/2003 00:00:00,Petty Theft,traditional rock
01/01/2013 00:00:00,Peur,traditional rock
01/01/1994 00:00:00,Phantom Planet,traditional rock
01/01/1983 00:00:00,Phish,traditional rock
01/01/2007 00:00:00,Pi??ata,traditional rock
01/01/2010 00:00:00,Pick Up Band,traditional rock
01/01/1987 00:00:00,Pidè¶ama Porno,traditional rock
01/01/2003 00:00:00,Ping Pung,traditional rock
01/01/1970 00:00:00,Pink Fairies,traditional rock
01/01/1965 00:00:00,Pink Floyd,traditional rock
01/01/1989 00:00:00,Pitchshifter,traditional rock
01/01/2010 00:00:00,Pitt Marvel,traditional rock
01/01/1991 00:00:00,Pivo,traditional rock
01/01/2008 00:00:00,Plajia,traditional rock
01/01/1998 00:00:00,Plastilina Mosh,traditional rock
01/01/2004 00:00:00,Plastiscines,traditional rock
01/01/1982 00:00:00,Platinum Blonde,traditional rock
01/01/1992 00:00:00,Plato's Cave,traditional rock
01/01/2014 00:00:00,Plucking Wings,traditional rock
01/01/1983 00:00:00,Poison,traditional rock
01/01/2002 00:00:00,Polaroyd,traditional rock
01/01/2003 00:00:00,pornophonique,traditional rock
01/01/2007 00:00:00,Postcode,traditional rock
01/01/2001 00:00:00,Potato,traditional rock
01/01/1989 00:00:00,Powderfinger,traditional rock
01/01/1999 00:00:00,PRESS PLAY ON TAPE,traditional rock
01/01/2011 00:00:00,Press To Meco,traditional rock
01/01/1995 00:00:00,Primary,traditional rock
01/01/1986 00:00:00,Priscilla,traditional rock
01/01/1976 00:00:00,Prism,traditional rock
01/01/1996 00:00:00,Project 86,traditional rock
01/01/1987 00:00:00,Proletaryat,traditional rock
01/01/2012 00:00:00,Prominence,traditional rock
01/01/2013 00:00:00,Publicity,traditional rock
01/01/1969 00:00:00,Puhdys,traditional rock
01/01/2002 00:00:00,Pump,traditional rock
01/01/1970 00:00:00,Queen,traditional rock
01/01/2015 00:00:00,Queso y Dulce y su Banda de Vigilantes,traditional rock
01/01/2014 00:00:00,Quinta Aurora,traditional rock
01/01/2000 00:00:00,R. F. Children,traditional rock
01/01/2012 00:00:00,Radiocity Shakers,traditional rock
01/01/1991 00:00:00,Radiohead,traditional rock
01/01/1982 00:00:00,Raga Rockers,traditional rock
01/01/2008 00:00:00,Raptusound,traditional rock
01/01/1968 00:00:00,Rare Earth,traditional rock
01/01/2012 00:00:00,Rascal Experience,traditional rock
01/01/1992 00:00:00,Rasputina,traditional rock
01/01/2004 00:00:00,Raz??n de Ser,traditional rock
01/01/2007 00:00:00,ReCoiL,traditional rock
01/01/2004 00:00:00,Red Desert,traditional rock
01/01/1983 00:00:00,Red Hot Chili Peppers,traditional rock
01/01/2003 00:00:00,Red Riders,traditional rock
01/01/2006 00:00:00,Reinforced,traditional rock
01/01/2010 00:00:00,Relay,traditional rock
01/01/2009 00:00:00,Relegerande,traditional rock
01/01/2001 00:00:00,reload,traditional rock
01/01/2000 00:00:00,Replica,traditional rock
01/01/2007 00:00:00,Reste von Gestern,traditional rock
01/01/2010 00:00:00,Retro Suicide,traditional rock
01/01/2001 00:00:00,Revis,traditional rock
01/01/2009 00:00:00,Rey Pila,traditional rock
01/01/2009 00:00:00,Rhode Island Red,traditional rock
01/01/2013 00:00:00,Rhyme Squad,traditional rock
01/01/2009 00:00:00,Riff Action Family,traditional rock
01/01/2012 00:00:00,Rigma,traditional rock
01/01/2004 00:00:00,Risk of Addiction,traditional rock
01/01/2007 00:00:00,RIVAL TURF,traditional rock
01/01/2012 00:00:00,Robot Doctors,traditional rock
01/01/2011 00:00:00,Rollfast,traditional rock
01/01/2010 00:00:00,Room 16,traditional rock
01/01/2009 00:00:00,Rosie,traditional rock
01/01/2009 00:00:00,Routine,traditional rock
01/01/2004 00:00:00,Royal Thunder,traditional rock
01/01/1981 00:00:00,RSC,traditional rock
01/01/2003 00:00:00,Rubik,traditional rock
01/01/2010 00:00:00,Rubra,traditional rock
01/01/1971 00:00:00,Ruja,traditional rock
01/01/2006 00:00:00,Running Downhill,traditional rock
01/01/1968 00:00:00,Rush,traditional rock
01/01/2008 00:00:00,Russell and the Wolf Choir,traditional rock
01/01/2015 00:00:00,Russia,traditional rock
01/01/1990 00:00:00,Rusted Root,traditional rock
01/01/1993 00:00:00,Rustic Overtones,traditional rock
01/01/2013 00:00:00,Sacrifice & Bliss,traditional rock
01/01/1977 00:00:00,Saga,traditional rock
01/01/1992 00:00:00,Sahara Hotnights,traditional rock
01/01/2014 00:00:00,Saint Apache,traditional rock
01/01/1979 00:00:00,Salem,traditional rock
01/01/2006 00:00:00,Samphire,traditional rock
01/01/1996 00:00:00,Sanctus Real,traditional rock
01/01/1996 00:00:00,Sandwich,traditional rock
01/01/2003 00:00:00,Saosin,traditional rock
01/01/1987 00:00:00,Sator,traditional rock
01/01/2013 00:00:00,Satsuma Elephants,traditional rock
01/01/1999 00:00:00,Saturday Looks Good to Me,traditional rock
01/01/2002 00:00:00,Saving Jane,traditional rock
01/01/1989 00:00:00,Saviour Machine,traditional rock
01/01/2001 00:00:00,Saxon Shore,traditional rock
01/01/2005 00:00:00,Say,traditional rock
01/01/1993 00:00:00,Saybia,traditional rock
01/01/2006 00:00:00,SCANDAL,traditional rock
01/01/2007 00:00:00,Scholars,traditional rock
01/01/2011 00:00:00,SCOUNDREL,traditional rock
01/01/1989 00:00:00,Scum Pups,traditional rock
01/01/2013 00:00:00,Sea of Flowers,traditional rock
01/01/1981 00:00:00,Search,traditional rock
01/01/2014 00:00:00,SEAS,traditional rock
01/01/1986 00:00:00,Seitsmes Meel,traditional rock
01/01/2005 00:00:00,Semuc,traditional rock
01/01/2006 00:00:00,Sendelica,traditional rock
01/01/2005 00:00:00,Sens,traditional rock
01/01/2013 00:00:00,Seraph,traditional rock
01/01/2011 00:00:00,Servicentro,traditional rock
01/01/1995 00:00:00,SEV,traditional rock
01/01/2012 00:00:00,Seven for a Secret,traditional rock
01/01/2009 00:00:00,Seversyn,traditional rock
01/01/1984 00:00:00,Shadowy Men on a Shadowy Planet,traditional rock
01/01/2007 00:00:00,Shakellers,traditional rock
01/01/2002 00:00:00,Sharc?¶t,traditional rock
01/01/2014 00:00:00,SHEIKH,traditional rock
01/01/2006 00:00:00,Shibo,traditional rock
01/01/2010 00:00:00,Shields,traditional rock
01/01/2009 00:00:00,Shotgun Revolution,traditional rock
01/01/2010 00:00:00,Shrude,traditional rock
01/01/1996 00:00:00,Shub,traditional rock
01/01/2010 00:00:00,Sick Mind,traditional rock
01/01/1997 00:00:00,Sick Puppies,traditional rock
01/01/2011 00:00:00,Sierra,traditional rock
01/01/2011 00:00:00,Sigmun,traditional rock
01/01/2013 00:00:00,Signal to Noise,traditional rock
01/01/2003 00:00:00,Silence is Sexy,traditional rock
01/01/1978 00:00:00,Silly,traditional rock
01/01/2002 00:00:00,Simply Slang,traditional rock
01/01/2014 00:00:00,Sin Tiempo,traditional rock
01/01/2013 00:00:00,Sinaloha,traditional rock
01/01/1986 00:00:00,Singer Vinger,traditional rock
01/01/2013 00:00:00,Sirius Eclipse,traditional rock
01/01/2013 00:00:00,Sisters Ov The Blackmoon,traditional rock
01/01/1993 00:00:00,Sixpence None the Richer,traditional rock
01/01/1991 00:00:00,Skank,traditional rock
01/01/1994 00:00:00,Skunk Anansie,traditional rock
01/01/2002 00:00:00,Slapstick Remedy,traditional rock
01/01/1994 00:00:00,Sleater??êKinney,traditional rock
01/01/2013 00:00:00,Sleipner,traditional rock
01/01/1999 00:00:00,Slick Idiot,traditional rock
01/01/2010 00:00:00,Slothrust,traditional rock
